domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.faz.net,-0.021687397679550146,0.25489203955431716,0.038226208271051325,0.10234976150415778,223.0
www.zeit.de,-0.023005479969765687,0.19305061588020164,0.033156966490299825,0.0840485941390977,126.0
www.welt.de,0.02649086378737541,0.26560079647624724,0.020704134366925062,0.06638080613635079,86.0
www.bild.de,0.032263535551206785,0.27640181638680833,0.0341324200913242,0.0770822620491329,73.0
www.n-tv.de,0.018624533146591966,0.23680902554567507,0.0518032212885154,0.1033098823786812,68.0
www.focus.de,0.022087053571428573,0.20526071598620715,0.018489583333333334,0.05857788402181033,64.0
www.nzz.ch,0.015601851851851844,0.2631150779238128,0.05794312169312169,0.10664747352736256,60.0
www.tagesspiegel.de,0.04657635467980295,0.25534486907576076,0.050164203612479474,0.10578867800720067,58.0
www.diepresse.com,0.0035404761904761876,0.15716820850444366,0.05477380952380952,0.11191745748653083,50.0
www.stern.de,-0.04647907647907646,0.253697707123992,0.05937950937950938,0.13936828468556736,33.0
www.tagesschau.de,0.03409688013136289,0.2377118118394102,0.005517241379310345,0.0297112541083283,29.0
www.sueddeutsche.de,0.08568144499178981,0.18819634460930224,0.034811165845648605,0.09231135122898235,29.0
www.kino.de,0.12837301587301586,0.2840365828093017,0.10763888888888888,0.14429398053292253,24.0
www.dw.com,0.03573863636363636,0.16572701045498964,0.006493506493506493,0.030457245193658635,22.0
orf.at,0.0004232804232804194,0.31358155577501845,0.018518518518518517,0.05914340526915301,21.0
www.morgenpost.de,-0.07202380952380952,0.2205062395957998,0.01911764705882353,0.05557189302262113,17.0
www.freitag.de,-0.08163318452380952,0.162616374935551,0.06812499999999999,0.10888640870191285,16.0
post.rlsbb.cc,0.022512210012210015,0.1245020713427006,0.0,0.0,12.0
taz.de,-0.05555555555555556,0.26830305996490605,0.16319444444444445,0.07207760384773466,12.0
www.derstandard.at,0.20636363636363636,0.17350923475554417,0.009090909090909092,0.030151134457776365,11.0
www.telepolis.de,-0.191,0.24918657792361917,0.0,0.0,10.0
www.derstandard.de,0.13339285714285715,0.12227222680960544,0.023809523809523808,0.05832118435198043,6.0
www.golem.de,0.026845238095238096,0.10234556074327247,0.05833333333333333,0.08122328620674137,5.0
oe3.orf.at,0.16,0.17264285550104747,0.16666666666666666,0.3726779962499649,5.0
t3n.de,-0.015357142857142875,0.24917107474543648,0.05357142857142857,0.10714285714285714,4.0
www.brigitte.de,-0.011666666666666665,0.11190273554396345,0.041666666666666664,0.08333333333333333,4.0
www.yahoo.com,0.0,0.0,0.0,0.0,2.0
www.mobiflip.de,0.11666666666666665,0.1649915822768611,0.08333333333333333,0.11785113019775792,2.0
sport.orf.at,0.08333333333333333,0.11785113019775792,0.0,0.0,2.0
www.pcgames.de,0.44,0.33941125496954283,0.0,0.0,2.0
www.politico.eu,0.0,0.0,0.0,0.0,2.0
www.visions.de,-0.08607142857142858,0.17122085630159975,0.0,0.0,2.0
www.whudat.de,0.0,1.0,0.0,1.0,1.0
laut.de,0.0,1.0,0.0,1.0,1.0
onlinemarketing.de,0.0,1.0,0.0,1.0,1.0
salzburg.orf.at,0.0,1.0,0.0,1.0,1.0
www.spektrum.de,0.0,1.0,0.0,1.0,1.0
www.sherdog.com,0.0,1.0,0.0,1.0,1.0
www.perlentaucher.de,0.0,1.0,0.0,1.0,1.0
www.maclife.de,0.0,1.0,0.0,1.0,1.0
www.macerkopf.de,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
www.jungewelt.de,0.0,1.0,0.0,1.0,1.0
bildblog.de,0.0,1.0,0.0,1.0,1.0
